claim,evidenceUrl,snippet,relevance,labelDescription
The USA worked more hours than the average of the OECD countries in 2014.,https://www.commonwealthfund.org/publications/fund-reports/2014/jun/mirror-mirror-wall-2014-update-how-us-health-care-system,Americans with below-average incomes were much more likely than their counterparts in other countries to report not visiting a physician when,0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://www.oecd.org/dev/development-gender/Unpaid_care_work.pdf,these activities are higher for women (more than seven hours for both) than for men In countries where women spend an average of five hours on unpaid.,0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://www.oecd.org/education/EAG2014-Indicator%20D4%20(eng).pdf,"On average across OECD countries, teachers at this level of education are teach more hours than pre-primary school teachers (Table D4.1 and Chart D4.2).",1,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://www.oecd.org/els/soc/overviewofgenderdifferencesinoecdcountries.htm,"Despite numerous improvements in women’s employment outcomes, there are still many gender gaps that need to be addressed. On average, across OECD countries, the proportion of women in paid work is high (62%). However, women in OECD countries earn 18% less than men, only about one-third of managerial posts are held by a woman, many more women work in part-time jobs than men (25% and 6% respectively). These gender differences are even wider with the presence of children since women are more likely to adjust their employment practices upon the arrival of a child much more than men. A more detailed overview of gender differences can be found in the Gender Brief.



More research on Gender issues",0,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://www.oecd.org/gender/data/wide-gap-in-pension-benefits-between-men-and-women.htm,"March 2020 - Data shows that across European OECD countries, pension payments to women aged 65 and over were 25% lower, on average, than for men. Differences are above 40% in Germany, Luxembourg and the Netherlands, while in Denmark, Estonia and the Slovak Republic the pension gap is lower than 10%.

Hence, the gender gap in pensions is substantially higher than the gender pay gap at 13% on average in the OECD countries in 2017. This is because, on top of often having worked in lower paid jobs, older women are more likely to have worked part-time and to have had longer career breaks. Since pension benefits are often earnings-related, these differences in career profiles between men and women can lead to large gender disparities in pension payments. Moreover, having often spent more time caring for children or relatives over their lifetimes, older women may face difficulties in meeting contributory requirements and are therefore more likely to receive only minimum pension payments or old-age safety nets. Older women who do not receive a pension at all are not covered by the gender pension gap indicator in the Figure below.

Pension systems mitigate the transmission of lifetime earnings inequalities into pensions to differing degrees, but the real culprit is the legacy of decades of inequality in careers and earnings (Lis and Bonthuis, 2019). Even if younger women today will earn more of their pension entitlements, achieving gender equality in pensions will remain a challenge because of the persistent earnings gap and the different distribution of care tasks between parents. Pension systems are not meant to address and solve these issues and, hence, a more comprehensive approach encompassing employment, social and family policies is required to tackle the challenges faced by women and working parents.",1,Supports
The USA worked more hours than the average of the OECD countries in 2014.,https://www.oecdbetterlifeindex.org/topics/work-life-balance/,10% of employees in the OECD work 50 hours or more per week in paid work. Mexico is the country with slightly less than the OECD average of 15 hours.,0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",http://ifeeder.org/wp-content/uploads/210301-FINAL-REPORT-IFEEDER-Animal-Feed-Food-Consumption-COVID-19.pdf,"Broiler Chickens – 2019 Feed Consumed (in 1,000 Tons) by State . Estimated 2019 Sheep and Meat Goats Diet Composition .",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://apps.fas.usda.gov/newgainapi/api/Report/DownloadReportByFileName?fileName=New%20Zealand%20Grain%20and%20Feed%20Market%20Situation_Wellington_New%20Zealand_02-21-2021,"oilseeds, approximately 60 percent of the total grain and feed supply is imported, Poultry meat domestic consumption is likely to.",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://downloads.usda.library.cornell.edu/usda-esmis/files/qn59q396v/sj139845z/3484zq30n/OCE20191.pdf,"is expected to dampen growth in U.S. agricultural exports, the United use policies to stimulate its domestic pork and poultry production",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://gfi.org/wp-content/uploads/2021/05/COR-SOTIR-Plant-based-meat-eggs-and-dairy-2021-0504.pdf,"Figure 2: U.S. consumers: barriers to eating plant-based meat products The U.S. retail plant-based food market grew 27.1 percent, almost twice the rate",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://gfi.org/wp-content/uploads/2021/05/COR-SOTIR-Plant-based-meat-eggs-and-dairy-2021-0504.pdf,Historical and projected (2018–2025). 45. Figure 9: U.S. digital grocery buyers: Historical and projected (2019–2023). 46. Global retail sales overview.,0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://gfi.org/wp-content/uploads/2021/05/COR-SOTIR-Plant-based-meat-eggs-and-dairy-2021-0504.pdf,"Impossible Foods' products expanded from 20,000 to 30,000 restaurants and from 150 to more than 20,000 grocery stores in 2020 alone. And once people discover.",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://www.ers.usda.gov/webdocs/outlooks/100526/oce-2021-1.pdf,Projected U.S. agricultural exports by commodity group . use policies to stimulate its domestic pork and poultry production and to,0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://www.fao.org/3/ap106e/ap106e.pdf,will likely shift in the foreseeable future to levels of meat consumption,0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5532560/,"[30] finds that overall meat consumption increased by almost 60% between 1990 and 2009. This trend is expected to continue,",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://www.nrdc.org/sites/default/files/wasted-2017-report.pdf,"THE U.S. WASTES TONS OF RESOURCES WHEN WE WASTE FOOD plan meals, fail to use a shopping list, inaccurately estimate what.",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://www.pnas.org/doi/10.1073/pnas.1503141112,"In the United States, antimicrobial use in food animals is estimated to account as chicken meat and milk) (40), indicating that antibiotic use in food",0,Supports
"The United States is estimated to consume almost 20,000,000 tonnes of chicken meat in 2025.",https://www.usda.gov/sites/default/files/documents/USDA-Agricultural-Projections-to-2031.pdf,"Projected U.S. agricultural exports by commodity group, 2020–31  Currently, California consumes nearly all of.",0,Supports
